order_id,product_id,seller_id,price,order_status,product_category_name
3ee6513ae7ea23bdfab5b9ab60bffcb5,8a3254bee785a526d548a81a9bc3c9be,96804ea39d96eb908e7c3afdb671bb9e,0.85,delivered,construcao_ferramentas_construcao
6e864b3f0ec71031117ad4cf46b7f2a1,8a3254bee785a526d548a81a9bc3c9be,96804ea39d96eb908e7c3afdb671bb9e,0.85,delivered,construcao_ferramentas_construcao
c5bdd8ef3c0ec420232e668302179113,8a3254bee785a526d548a81a9bc3c9be,96804ea39d96eb908e7c3afdb671bb9e,0.85,delivered,construcao_ferramentas_construcao
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,05b515fdc76e888aada3c6d66c201dff,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
8272b63d03f5f79c56e9e4120aec44ef,270516a3f41dc035aa87d220228f844c,2709af9587499e95e803a6498a5a56e9,1.2,delivered,beleza_saude
f1d5c2e6867fa93ceee9ef9b34a53cbf,46fce52cef5caa7cc225a5531c946c8b,2d2322d842118867781fc737e96d59a1,2.2,delivered,beleza_saude
f1d5c2e6867fa93ceee9ef9b34a53cbf,46fce52cef5caa7cc225a5531c946c8b,2d2322d842118867781fc737e96d59a1,2.2,delivered,beleza_saude
e8bbc1d69fee39eee4c72cb5c969e39d,310dc32058903b6416c71faff132df9e,0e44d110fa6a54e121cb2c095a77762f,2.29,delivered,papelaria
38bcb524e1c38c2c1b60600a80fc8999,680cc8535be7cc69544238c1d6a83fe8,48efc9d94a9834137efd9ea76b065a38,2.9,delivered,pet_shop
de03f4f4bb610147a9bbfbed56438cbb,2e8316b31db34314f393806fd7b6e185,9d7a1d34a5052409006425275ba1c2b4,2.99,delivered,papelaria
f09e36e258656850b92657ac5f67b6d5,44d53f1240d6332232e4393c06500475,b64d51f0435e884e8de603b1655155ae,3.0,delivered,
f9ccaff7267fd0cf076e795b1fae8b69,44d53f1240d6332232e4393c06500475,b64d51f0435e884e8de603b1655155ae,3.0,delivered,
7c92284adbec8033d160303d83065dbf,29781581fb82fe2389560a3a5331d0ee,b64d51f0435e884e8de603b1655155ae,3.06,delivered,utilidades_domesticas
7c92284adbec8033d160303d83065dbf,29781581fb82fe2389560a3a5331d0ee,b64d51f0435e884e8de603b1655155ae,3.06,delivered,utilidades_domesticas
7c92284adbec8033d160303d83065dbf,29781581fb82fe2389560a3a5331d0ee,b64d51f0435e884e8de603b1655155ae,3.06,delivered,utilidades_domesticas
0136390286be8a34efdc801ed150568f,1716ea399ed8ee62ba811e6f55180f45,6338ea67c41078a46ad99cc009654956,3.49,delivered,automotivo
0136390286be8a34efdc801ed150568f,1716ea399ed8ee62ba811e6f55180f45,6338ea67c41078a46ad99cc009654956,3.49,delivered,automotivo
84d54e2fe6fc76e34d897b32c59dd75d,1716ea399ed8ee62ba811e6f55180f45,6338ea67c41078a46ad99cc009654956,3.49,delivered,automotivo
c79bdf061e22288609201ec60deb42fb,5304ff3fa35856a156e1170a6022d34d,cf6f6bc4df3999b9c6440f124fb2f687,3.5,processing,artes
37193e64eb9a46b7f3197762f242b20a,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,3.5,delivered,automotivo
95d6357ffe41aa6d2998852a710c70a0,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,3.5,delivered,automotivo
95d6357ffe41aa6d2998852a710c70a0,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,3.5,delivered,automotivo
95d6357ffe41aa6d2998852a710c70a0,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,3.5,delivered,automotivo
95d6357ffe41aa6d2998852a710c70a0,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,3.5,delivered,automotivo
95d6357ffe41aa6d2998852a710c70a0,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,3.5,delivered,automotivo
ac403e440819af1853b7fcd7f04de6c4,f2d80346f1dd6986e9e6611db7b708aa,94b9108d4b637ba65bb4f1e53cfcf8d8,3.54,delivered,bebes
47d11383b93b217d96defbb2ef1a209b,0eeeb45e2f5911fd44282e5bb0c624ff,3d4824f20035949c710eaf111f869d39,3.85,delivered,musica
47d11383b93b217d96defbb2ef1a209b,0eeeb45e2f5911fd44282e5bb0c624ff,3d4824f20035949c710eaf111f869d39,3.85,delivered,musica
27eebc49f55d8e9b8192f11c2570d6f1,f2d80346f1dd6986e9e6611db7b708aa,94b9108d4b637ba65bb4f1e53cfcf8d8,3.85,delivered,bebes
8bf12a5b441bd86a1edbccb6137c9b0b,f2d80346f1dd6986e9e6611db7b708aa,94b9108d4b637ba65bb4f1e53cfcf8d8,3.85,delivered,bebes
9653aa56f1bb2b338e77d1ea26a885f6,836c4b48c2b383bb38bb5788f828c596,5f1dc28029d2c244352a68107ec2b542,3.9,delivered,fashion_underwear_e_moda_praia
d7c320185a2f9b32f5e2370ff3f8bd64,c2fb26742f8484dbfe9a8d70bdc54025,36a968b544695394e4e9d7572688598f,3.9,delivered,informatica_acessorios
d7c320185a2f9b32f5e2370ff3f8bd64,c2fb26742f8484dbfe9a8d70bdc54025,36a968b544695394e4e9d7572688598f,3.9,delivered,informatica_acessorios
